Rank,Team,Age,"W
▼",L,ORtg,DRtg,Pace,FTr,3PAr,TS%,TOV%,ORB%,FT/FGA,,Year,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,
24,Phoenix Suns,24.4,29,53,101.4,105.5,-4.1,92.6,0.28,0.18,0.475,14.3,26.6,0.209,2003,0.482,14.7,69.9,0.24,,America West Arena,"670,385","16,351"
25,Los Angeles Clippers,24.3,28,54,103.5,108.5,-5,91,0.35,0.156,0.453,15,32.8,0.275,2003,0.494,12.9,70,0.231,,STAPLES Center,"665,396","16,143"
26,Atlanta Hawks,26.2,28,54,101,106.1,-5.1,90.8,0.303,0.191,0.465,15.4,28.6,0.235,2003,0.476,13.1,70.5,0.234,,Philips Arena,"565,728","13,798"
27,Washington Wizards,24.4,25,57,98.8,104.8,-6,92.2,0.337,0.194,0.454,16,30.7,0.241,2003,0.486,14.9,69.5,0.214,,MCI Center,"645,363","15,741"
28,Chicago Bulls,26.8,23,59,96.6,103.4,-6.8,92.2,0.272,0.186,0.446,14.9,28.1,0.197,2003,0.469,14.1,71.4,0.253,,United Center,"809,177","19,736"
29,Orlando Magic,25.8,21,61,102.7,110.4,-7.7,90.8,0.296,0.184,0.461,12.8,28.1,0.218,2003,0.502,12.7,68.7,0.214,,TD Waterhouse Centre,"589,144","14,369"
1,Dallas Mavericks*,28.1,60,22,110.7,102.3,8.4,92.5,0.257,0.239,0.498,10.9,25.4,0.213,2002,0.473,14.8,70.9,0.221,,American Airlines Center,"816,429","19,913"
2,San Antonio Spurs*,28.4,60,22,105.6,99.7,5.9,90,0.348,0.202,0.497,15.1,28.8,0.253,2002,0.453,14.2,71.3,0.199,,SBC Center,"735,970","17,950"
3,Sacramento Kings*,28.3,59,23,105.9,99.1,6.8,95.4,0.262,0.184,0.499,13.3,25.6,0.196,2002,0.446,13.6,70.6,0.204,,ARCO Arena (II),"709,997","17,317"
4,Minnesota Timberwolves*,28.2,51,31,106.1,103.8,2.3,91.9,0.268,0.118,0.488,12.9,28.2,0.206,2002,0.472,12.7,72.9,0.203,,Target Center,"643,684","15,700"
5,Detroit Pistons*,29,50,32,104.1,99.9,4.2,86.8,0.322,0.237,0.473,13.3,25.9,0.248,2002,0.461,13.9,74,0.225,,The Palace of Auburn Hills,"839,278","20,470"
6,Portland Trail Blazers*,29.2,50,32,105.5,102.6,2.9,89.4,0.3,0.177,0.489,14.5,30.2,0.223,2002,0.483,14.9,72.3,0.194,,Rose Garden Arena,"796,258","19,421"
7,Los Angeles Lakers*,28.1,50,32,107.2,104.7,2.5,92.5,0.311,0.199,0.486,13.3,30.2,0.228,2002,0.477,13.4,72.7,0.241,,STAPLES Center,"777,888","18,973"
8,New Jersey Nets*,27.3,49,33,103.8,98.1,5.7,91.6,0.333,0.158,0.468,13.8,28.7,0.252,2002,0.46,15.7,73.1,0.225,,Continental Airlines Arena,"622,574","15,185"
9,Indiana Pacers*,25.9,48,34,104.6,100.8,3.8,91.6,0.344,0.169,0.469,13.7,29,0.263,2002,0.458,14.3,72.3,0.228,,Conseco Fieldhouse,"670,461","16,353"
10,Philadelphia 76ers*,28.3,48,34,105,102.5,2.5,91.4,0.339,0.119,0.466,13.7,30.3,0.263,2002,0.488,16.2,72.7,0.243,,First Union Center,"807,097","19,685"
11,Utah Jazz*,30.9,47,35,105.5,102.8,2.7,89.3,0.38,0.104,0.486,16,32.5,0.283,2002,0.468,15.2,70.2,0.256,,Delta Center,"786,034","19,172"
12,New Orleans Hornets*,29.1,47,35,103.9,101.6,2.3,89.4,0.285,0.161,0.465,13.9,31.7,0.219,2002,0.464,14,73.1,0.226,,New Orleans Arena,"641,683","15,651"
13,Phoenix Suns*,25.2,44,38,103.7,102.5,1.2,91.5,0.285,0.17,0.473,13.7,29.7,0.211,2002,0.47,14.8,70.3,0.222,,America West Arena,"666,559","16,258"
14,Boston Celtics*,26.9,44,38,101.2,101.6,-0.4,90.9,0.306,0.331,0.47,13.4,23.6,0.227,2002,0.471,15.1,72.5,0.242,,FleetCenter,"709,049","17,294"
15,Houston Rockets,25.9,43,39,104.3,102.6,1.7,88.8,0.316,0.196,0.474,14.8,30.3,0.243,2002,0.462,12.6,72.4,0.209,,Compaq Center,"565,166","13,785"
16,Orlando Magic*,26.9,42,40,105.2,105,0.2,93.1,0.307,0.235,0.478,13.3,27,0.239,2002,0.486,15.1,71.1,0.25,,TD Waterhouse Centre,"605,901","14,778"
17,Milwaukee Bucks*,29.3,42,40,108.8,108.6,0.2,90.4,0.287,0.229,0.5,12.2,25.6,0.222,2002,0.494,13.5,69.9,0.237,,Bradley Center,"665,966","16,243"
18,Seattle SuperSonics,26.9,40,42,103.7,103.9,-0.2,88,0.27,0.196,0.472,12.8,28.1,0.201,2002,0.484,14.3,71.8,0.21,,KeyArena at Seattle Center,"637,194","15,541"
19,Golden State Warriors,24.4,38,44,108.3,109.5,-1.2,94.2,0.343,0.178,0.472,13.9,35,0.267,2002,0.482,12.2,67.9,0.22,,The Arena in Oakland,"634,935","15,486"
20,Washington Wizards,28.4,37,45,103,104.1,-1.1,88.2,0.325,0.127,0.46,13,27.3,0.253,2002,0.477,13.8,71.6,0.212,,MCI Center,"827,093","20,173"
21,New York Knicks,30.2,37,45,104.7,106.2,-1.5,90.7,0.241,0.235,0.486,13.4,24.4,0.196,2002,0.485,13.7,71.8,0.261,,Madison Square Garden (IV),"779,479","19,012"
22,Atlanta Hawks,27.2,35,47,102.3,106.1,-3.8,91,0.313,0.177,0.476,15.7,27.9,0.248,2002,0.469,12.1,70.4,0.222,,Philips Arena,"528,655","12,894"
23,Chicago Bulls,25.2,30,52,100.2,105.6,-5.4,93.5,0.3,0.148,0.471,15.4,27.7,0.217,2002,0.47,13.3,69.5,0.263,,United Center,"804,309","19,617"
24,Memphis Grizzlies,24.9,28,54,103.9,107.3,-3.4,92.7,0.287,0.19,0.487,14.2,27,0.212,2002,0.491,13.4,68.7,0.197,,Pyramid Arena,"611,322","14,910"
25,Los Angeles Clippers,25.3,27,55,102.3,106.8,-4.5,91.3,0.335,0.182,0.467,14.8,29.1,0.252,2002,0.481,13.1,70.2,0.222,,STAPLES Center,"706,471","17,231"
26,Miami Heat,26.5,25,57,96.7,102.4,-5.7,87.8,0.259,0.169,0.439,13.8,26.8,0.198,2002,0.47,14.1,73.9,0.257,,AmericanAirlines Arena,"628,242","15,323"
27,Toronto Raptors,27.6,24,58,100.5,107,-6.5,89.9,0.282,0.179,0.458,13.6,28.2,0.203,2002,0.489,13.1,70.7,0.226,,Air Canada Centre,"777,507","18,964"
28,Denver Nuggets,24.1,17,65,92.2,101.3,-9.1,91,0.283,0.126,0.428,17.1,31.3,0.198,2002,0.477,16.5,73.3,0.29,,Pepsi Center,"607,813","14,825"
29,Cleveland Cavaliers,23.5,17,65,96.5,106.7,-10.2,94,0.298,0.133,0.444,16.4,31,0.223,2002,0.484,13,73.2,0.252,,Gund Arena,"471,374","11,497"
1,Sacramento Kings*,27,61,21,109,101.1,7.9,95.6,0.308,0.166,0.497,12.4,27.9,0.231,2001,0.467,13.6,71.7,0.185,,ARCO Arena (II),"709,997","17,317"
2,Los Angeles Lakers*,27.9,58,24,109.4,101.7,7.7,92.1,0.313,0.21,0.498,11.8,28.8,0.218,2001,0.453,13,72,0.233,,STAPLES Center,"778,777","18,995"
3,San Antonio Spurs*,28.5,58,24,106.5,99.7,6.8,90,0.353,0.19,0.492,13.8,27.2,0.262,2001,0.453,13.7,71.9,0.189,,Alamodome,"906,390","22,107"
4,Dallas Mavericks*,27.6,57,25,112.2,107.7,4.5,92.8,0.288,0.237,0.507,11.3,26.1,0.232,2001,0.485,12.9,70.7,0.239,,American Airlines Center,"802,783","19,580"
5,New Jersey Nets*,26.1,52,30,104,99.5,4.5,91.8,0.28,0.175,0.476,13.4,29.2,0.206,2001,0.459,14.9,71.6,0.213,,Continental Airlines Arena,"564,194","13,761"
6,Minnesota Timberwolves*,26.7,50,32,109,105.3,3.7,90.5,0.255,0.152,0.49,12.5,31.3,0.203,2001,0.482,12.7,73.7,0.218,,Target Center,"731,673","17,846"
7,Detroit Pistons*,29.5,50,32,104.8,102.4,2.4,90,0.31,0.24,0.497,14.3,24.4,0.235,2001,0.474,14.8,70.5,0.206,,The Palace of Auburn Hills,"760,807","18,556"
8,Portland Trail Blazers*,29,49,33,107.4,104,3.4,89.3,0.285,0.198,0.485,13.5,31.8,0.218,2001,0.489,14.2,73.3,0.202,,Rose Garden Arena,"797,821","19,459"
9,Boston Celtics*,26.2,49,33,103.4,101,2.4,92.5,0.291,0.289,0.476,12.8,24.1,0.223,2001,0.464,15.1,72.9,0.245,,FleetCenter,"659,751","16,091"
10,Seattle SuperSonics*,26.9,45,37,108.9,105.6,3.3,89,0.25,0.193,0.505,13.2,29.4,0.189,2001,0.485,14.5,68.1,0.206,,KeyArena at Seattle Center,"633,516","15,452"
11,Orlando Magic*,28,44,38,107,105.3,1.7,93.2,0.278,0.241,0.493,12.6,26.3,0.21,2001,0.486,14.4,69.2,0.215,,TD Waterhouse Centre,"621,121","15,149"
12,Utah Jazz*,29.9,44,38,105.6,104.6,1,90.3,0.381,0.132,0.472,15.4,33.5,0.291,2001,0.484,15.9,71.7,0.286,,Delta Center,"766,108","18,686"
13,Charlotte Hornets*,28.3,44,38,104.3,103.3,1,89.7,0.32,0.151,0.466,13.3,30.6,0.238,2001,0.465,13.3,72.2,0.226,,Charlotte Coliseum,"462,738","11,286"
14,Philadelphia 76ers*,29,43,39,102.1,100.3,1.8,88.9,0.327,0.111,0.452,14.6,31.7,0.255,2001,0.46,14.2,72.1,0.208,,First Union Center,"842,976","20,560"
15,Indiana Pacers*,26.1,42,40,104.1,103.8,0.3,91.9,0.328,0.182,0.477,14.2,27,0.253,2001,0.469,13.2,71,0.227,,Conseco Fieldhouse,"686,537","16,745"
16,Toronto Raptors*,29.3,42,40,102.6,103.1,-0.5,88.8,0.255,0.165,0.463,13.6,31.4,0.189,2001,0.471,14.7,70.1,0.237,,Air Canada Centre,"810,160","19,760"
17,Milwaukee Bucks,28.9,41,41,106.9,107.1,-0.2,90.2,0.269,0.241,0.507,13.6,25.6,0.201,2001,0.477,12,70.9,0.217,,Bradley Center,"745,305","18,178"
18,Los Angeles Clippers,24.4,39,43,105.5,106,-0.5,90.1,0.304,0.172,0.476,13.8,31.3,0.225,2001,0.477,12.1,69.9,0.194,,STAPLES Center,"740,185","18,053"
19,Washington Wizards,27.5,37,45,104.8,106.4,-1.6,88.3,0.28,0.118,0.464,12.5,30.7,0.214,2001,0.484,13,71.4,0.214,,MCI Center,"847,634","20,674"
20,Phoenix Suns,26.5,36,46,103.3,104,-0.7,91.4,0.235,0.158,0.472,13.6,30.1,0.18,2001,0.476,14.4,70.2,0.227,,America West Arena,"668,939","16,316"
21,Miami Heat,30.1,36,46,98.5,100.2,-1.7,87.4,0.268,0.141,0.463,14.6,26.6,0.194,2001,0.455,13.6,74,0.249,,AmericanAirlines Arena,"655,549","15,989"
22,Atlanta Hawks,25.7,33,49,101.8,106.4,-4.6,91.9,0.294,0.181,0.471,14.6,27.5,0.225,2001,0.495,14.1,70.9,0.218,,Philips Arena,"506,110","12,344"
23,New York Knicks,30.3,30,52,101.5,105.9,-4.4,89.7,0.274,0.206,0.468,14,25.6,0.216,2001,0.479,12.9,71.9,0.236,,Madison Square Garden (IV),"810,283","19,763"
24,Cleveland Cavaliers,26,29,53,104.6,108.2,-3.6,90.3,0.301,0.156,0.477,13.8,28.9,0.232,2001,0.493,12.3,72.8,0.226,,Gund Arena,"596,115","14,539"
25,Houston Rockets,25.9,28,54,103.1,108.6,-5.5,88.2,0.286,0.223,0.465,13.4,29,0.211,2001,0.491,11.5,69.8,0.178,,Compaq Center,"481,227","11,737"
26,Denver Nuggets,28.2,27,55,101.4,107.8,-6.4,90.4,0.256,0.187,0.455,13.6,30.6,0.19,2001,0.492,13.6,69.9,0.245,,Pepsi Center,"633,846","15,460"
27,Memphis Grizzlies,25.5,23,59,98.2,106.3,-8.1,91.1,0.288,0.168,0.462,15.4,27.8,0.204,2001,0.486,13.7,68,0.197,,Pyramid Arena,"591,030","14,415"
28,Golden State Warriors,24.8,21,61,102.8,108.5,-5.7,94.5,0.335,0.142,0.452,14.7,35.3,0.242,2001,0.488,12.9,69.4,0.232,,The Arena in Oakland,"593,182","14,468"
29,Chicago Bulls,25.5,21,61,98.2,107.6,-9.4,90.5,0.302,0.134,0.456,14.6,26.6,0.218,2001,0.497,13.7,71.4,0.239,,United Center,"776,311","18,934"
1,San Antonio Spurs*,29.5,58,24,106.6,98,8.6,89.6,0.374,0.175,0.496,13.6,27.1,0.267,2000,0.444,12.9,73.7,0.182,,Alamodome,"913,176","22,273"
2,Philadelphia 76ers*,28.2,56,26,103.6,98.9,4.7,90.6,0.351,0.124,0.468,14.7,31.2,0.262,2000,0.46,14.5,72.5,0.186,,First Union Center,"805,692","19,651"
3,Los Angeles Lakers*,29.2,56,26,108.4,104.8,3.6,91.7,0.349,0.191,0.498,13.3,31.1,0.238,2000,0.468,12.2,72.5,0.234,,STAPLES Center,"776,336","18,935"
4,Sacramento Kings*,27.1,55,27,105.6,99.6,6,94.4,0.298,0.194,0.484,13.4,27.2,0.23,2000,0.46,14.5,70.7,0.181,,ARCO Arena (II),"709,997","17,317"
5,Utah Jazz*,32,53,29,107.6,102.4,5.2,89.8,0.363,0.135,0.497,15.1,30.2,0.273,2000,0.473,15.6,73.2,0.301,,Delta Center,"792,196","19,322"
6,Dallas Mavericks*,26.6,53,29,107.1,102.6,4.5,93.2,0.291,0.202,0.498,13.1,24.1,0.231,2000,0.467,14.2,70.7,0.244,,Reunion Arena,"680,238","16,591"
7,Milwaukee Bucks*,28.2,52,30,108.8,104.6,4.2,92.1,0.276,0.218,0.499,12.8,28.1,0.217,2000,0.473,14.4,71.1,0.253,,Bradley Center,"683,125","16,662"
8,Phoenix Suns*,28.6,51,31,100.3,98,2.3,93.1,0.292,0.156,0.46,14.1,27.3,0.221,2000,0.46,16.3,73.7,0.252,,America West Arena,"737,586","17,990"
9,Portland Trail Blazers*,30.1,50,32,106.5,101.8,4.7,89.1,0.296,0.165,0.497,14.8,30,0.225,2000,0.47,14.3,72.4,0.223,,Rose Garden Arena,"831,376","20,277"
10,Miami Heat*,30.9,50,32,101.1,98.5,2.6,87.1,0.299,0.221,0.469,13.7,24.3,0.227,2000,0.46,15.3,72.7,0.214,,AmericanAirlines Arena,"678,186","16,541"
11,New York Knicks*,29.8,48,34,101.2,98.2,3,86.7,0.279,0.18,0.476,14.6,24.2,0.222,2000,0.453,14.7,74.3,0.24,,Madison Square Garden (IV),"810,283","19,763"
12,Toronto Raptors*,29.9,47,35,105.9,103.4,2.5,90.9,0.285,0.167,0.468,12.1,30.8,0.213,2000,0.476,13.3,73.2,0.212,,Air Canada Centre,"793,256","19,348"
13,Minnesota Timberwolves*,27.4,47,35,105.2,103.7,1.5,91.8,0.253,0.131,0.482,13,28.6,0.199,2000,0.478,14.2,71.9,0.238,,Target Center,"717,371","17,497"
14,Charlotte Hornets*,28.2,46,36,101.8,99.5,2.3,89.4,0.33,0.151,0.457,13.7,29.8,0.246,2000,0.456,14.1,74.5,0.222,,Charlotte Coliseum,"615,424","15,010"
15,Houston Rockets,26.7,45,37,106.7,104.2,2.5,90.4,0.321,0.217,0.492,14,27.5,0.244,2000,0.475,12.6,71.9,0.206,,Compaq Center,"518,555","12,648"
16,Seattle SuperSonics,27.9,44,38,105.6,105.6,0,91.6,0.299,0.176,0.491,14.3,29.1,0.219,2000,0.488,13.9,69.8,0.199,,KeyArena at Seattle Center,"640,847","15,630"
17,Orlando Magic*,26,43,39,103.2,102.1,1.1,93.2,0.301,0.196,0.474,13.8,29.1,0.215,2000,0.464,15.6,69.8,0.29,,TD Waterhouse Centre,"605,031","14,757"
18,Indiana Pacers*,27.7,41,41,102,102.2,-0.2,89.4,0.312,0.18,0.471,14.5,27,0.239,2000,0.452,12.8,71.4,0.235,,Conseco Fieldhouse,"731,800","17,849"
19,Denver Nuggets,27.9,40,42,103.7,106.3,-2.6,92.6,0.286,0.21,0.47,12.8,28.3,0.211,2000,0.476,12.1,71.8,0.223,,Pepsi Center,"619,300","15,105"
20,Boston Celtics,25.9,36,46,101.4,103.7,-2.3,92.6,0.338,0.252,0.473,14.7,25.3,0.25,2000,0.493,16,72.7,0.256,,FleetCenter,"629,201","15,346"
21,Detroit Pistons,27.1,32,50,100,101.8,-1.8,94.7,0.325,0.162,0.453,14.2,29.3,0.234,2000,0.466,14,72.2,0.233,,The Palace of Auburn Hills,"607,323","14,813"
22,Los Angeles Clippers,24.3,31,51,101.3,104.5,-3.2,89.6,0.319,0.164,0.476,14.9,28.3,0.221,2000,0.466,12,71.1,0.217,,STAPLES Center,"601,587","14,673"
23,Cleveland Cavaliers,26.9,30,52,100.3,104.9,-4.6,91.2,0.312,0.101,0.459,15.4,29.7,0.239,2000,0.477,14.1,71.1,0.248,,Gund Arena,"650,775","15,873"
24,New Jersey Nets,27.5,26,56,100,105.5,-5.5,91.8,0.328,0.165,0.452,13.9,25.7,0.249,2000,0.488,14.9,70,0.258,,Continental Airlines Arena,"556,573","13,575"
25,Atlanta Hawks,26.1,25,57,98.7,104.3,-5.6,91.9,0.272,0.14,0.456,15.5,28.9,0.206,2000,0.472,13.8,70.8,0.249,,Philips Arena,"560,330","13,667"
26,Vancouver Grizzlies,26.2,23,59,99.6,105.8,-6.2,91.7,0.289,0.145,0.464,14.9,26.1,0.223,2000,0.491,13.8,69.8,0.194,,General Motors Place,"563,218","13,737"
27,Washington Wizards,27,19,63,100.6,107.8,-7.2,92.7,0.348,0.131,0.46,15.7,29.7,0.264,2000,0.503,14.1,71.8,0.236,,MCI Center,"638,653","15,577"
28,Golden State Warriors,26.6,17,65,97.8,107.4,-9.6,94.1,0.282,0.134,0.429,13.9,33.3,0.199,2000,0.504,15,69.7,0.227,,The Arena in Oakland,"591,981","14,439"
29,Chicago Bulls,23.2,15,67,97.2,107.3,-10.1,89.3,0.298,0.148,0.45,15.1,26.6,0.22,2000,0.499,14.3,70.3,0.254,,United Center,"888,654","21,674"
1,Los Angeles Lakers*,29.2,67,15,107.3,98.2,9.1,93.3,0.346,0.153,0.484,12.7,30.6,0.241,1999,0.443,13.4,73.1,0.222,,STAPLES Center,"771,420","18,815"
2,Portland Trail Blazers*,29.6,59,23,107.9,100.8,7.1,89.9,0.316,0.175,0.501,14.5,30.3,0.24,1999,0.461,13.8,72.4,0.217,,Rose Garden Arena,"835,078","20,368"
3,Indiana Pacers*,30.4,56,26,108.5,103.6,4.9,93.1,0.302,0.224,0.503,13.3,24.9,0.245,1999,0.469,12.6,71.5,0.197,,Conseco Fieldhouse,"752,145","18,345"
4,Utah Jazz*,31.5,55,27,107.3,102.3,5,89.6,0.337,0.134,0.49,14.3,29.5,0.26,1999,0.477,15,73.2,0.256,,Delta Center,"801,268","19,543"
5,San Antonio Spurs*,30.9,53,29,105,98.6,6.4,90.8,0.346,0.138,0.488,14.3,27.8,0.258,1999,0.451,13.5,73,0.188,,Alamodome,"884,450","21,694"
6,Phoenix Suns*,28.6,53,29,104.6,99,5.6,94,0.286,0.184,0.491,15.2,29.3,0.217,1999,0.454,15.7,70.5,0.245,,America West Arena,"773,115","18,856"
7,Miami Heat*,29.2,52,30,104.5,101,3.5,89.7,0.283,0.186,0.495,14.5,28.2,0.208,1999,0.453,13.3,72.9,0.229,,AmericanAirlines Arena,"706,725","18,374"
8,Minnesota Timberwolves*,26.6,50,32,106.1,103.4,2.7,91.8,0.256,0.104,0.485,12.9,29.4,0.2,1999,0.474,14,73,0.25,,Target Center,"690,012","16,400"
9,New York Knicks*,29.5,50,32,102.5,100.9,1.6,89.2,0.283,0.147,0.482,14.4,24.7,0.221,1999,0.455,13.6,73.1,0.251,,Madison Square Garden (IV),"810,103","19,763"
10,Charlotte Hornets*,28.7,49,33,104.3,101.4,2.9,93.9,0.376,0.153,0.475,13.7,25.7,0.285,1999,0.478,14.6,73.2,0.198,,Charlotte Coliseum,"732,827","17,874"
11,Philadelphia 76ers*,27.1,49,33,101.5,100,1.5,92.7,0.329,0.095,0.457,14.2,31.4,0.233,1999,0.466,16.2,69.9,0.229,,First Union Center,"756,956","18,462"
12,Seattle SuperSonics*,28.5,45,37,105.6,104.6,1,93.4,0.282,0.232,0.487,12.9,28.5,0.196,1999,0.483,14,69.6,0.193,,KeyArena at Seattle Center,"615,730","15,018"
13,Toronto Raptors*,29.3,45,37,104.7,104.9,-0.2,92.5,0.3,0.17,0.464,12.7,30.1,0.23,1999,0.48,14.2,71.8,0.247,,Air Canada Centre,"756,496","18,451"
14,Sacramento Kings*,27.5,44,38,105,102.1,2.9,99.3,0.277,0.227,0.486,13.9,27.7,0.209,1999,0.479,15.1,69.7,0.198,,ARCO Arena (II),"720,033","17,185"
15,Detroit Pistons*,28.3,42,40,107.3,105.8,1.5,95.7,0.378,0.184,0.492,14.3,26.8,0.295,1999,0.499,15.4,71.6,0.249,,The Palace of Auburn Hills,"678,470","16,548"
16,Milwaukee Bucks*,28.2,42,40,108.2,107.9,0.3,92.7,0.29,0.157,0.494,13.8,30,0.228,1999,0.496,14.6,69.6,0.254,,Bradley Center,"628,605","15,332"
17,Orlando Magic,26.3,41,41,102.4,101.7,0.7,97.3,0.305,0.124,0.473,15.4,31.6,0.224,1999,0.476,15.9,69.9,0.226,,TD Waterhouse Centre,"576,409","14,059"
18,Dallas Mavericks,26.3,40,42,106.6,107.2,-0.6,94.9,0.248,0.188,0.49,12.6,25.5,0.2,1999,0.488,14.2,66.1,0.21,,Reunion Arena,"606,177","14,785"
19,Boston Celtics,25.4,35,47,104.8,105.6,-0.8,94.6,0.316,0.183,0.474,13.8,30.4,0.236,1999,0.498,15.8,73.8,0.306,,FleetCenter,"683,608","16,673"
20,Denver Nuggets,25.9,35,47,103.5,105.8,-2.3,94.7,0.306,0.202,0.476,14,29.2,0.222,1999,0.479,13,71.6,0.235,,Pepsi Center,"637,698","15,554"
21,Houston Rockets,26.3,34,48,104.8,105.7,-0.9,94.2,0.322,0.244,0.494,15.8,29.1,0.236,1999,0.481,12.5,71.6,0.201,,Compaq Center,"624,594","15,234"
22,Cleveland Cavaliers,27.2,32,50,100.4,104,-3.6,95.7,0.327,0.136,0.468,15.6,28.1,0.245,1999,0.474,15.1,71.2,0.275,,Gund Arena,"603,702","14,724"
23,New Jersey Nets,27.3,31,51,105.1,106.3,-1.2,92.5,0.297,0.2,0.468,12.6,28.1,0.233,1999,0.491,15.2,67.2,0.223,,Continental Airlines Arena,"643,631","15,698"
24,Washington Wizards,28,29,53,103.5,107,-3.5,92.7,0.315,0.133,0.476,14.8,30.6,0.234,1999,0.489,13.9,71.7,0.273,,MCI Center,"616,593","15,039"
25,Atlanta Hawks,27.6,28,54,102,107.9,-5.9,91.7,0.292,0.12,0.46,14.1,31.7,0.217,1999,0.481,11.3,71,0.196,,Philips Arena,"600,954","14,657"
26,Vancouver Grizzlies,25.3,22,60,102.3,108.5,-6.2,91,0.32,0.139,0.474,15.8,30.1,0.247,1999,0.502,14.1,70.6,0.231,,General Motors Place,"569,864","13,899"
27,Golden State Warriors,26.9,19,63,99.8,108.4,-8.6,95.4,0.301,0.15,0.444,13.9,32.6,0.21,1999,0.499,14.6,69.1,0.259,,The Arena in Oakland,"509,171","12,419"
28,Chicago Bulls,26,17,65,94.2,104.6,-10.4,89.4,0.338,0.167,0.443,18,29.9,0.24,1999,0.484,14.5,69.9,0.24,,United Center,"907,064","22,124"
29,Los Angeles Clippers,24.2,15,67,97.8,110.1,-12.3,93.9,0.27,0.188,0.458,14.9,26.1,0.202,1999,0.507,13.1,69.6,0.22,,STAPLES Center,"559,714","13,652"
